CustomerID,event_timestamp,CreditScore,Age,Balance,EstimatedSalary,Tenure,NumOfProducts,Exited
CUST06476,2025-05-01 01:51:10.277364+00:00,823,18.0,136062.57,169322.1,3,1.0,0
CUST06874,2025-05-01 01:51:10.277364+00:00,460,84.0,235263.21,67731.93,9,2.0,0
CUST06466,2025-05-01 01:51:10.277364+00:00,822,62.0,145614.43,139557.58,1,2.0,0
CUST06464,2025-05-01 01:51:10.277364+00:00,501,70.0,108821.19,146055.88,7,1.0,0
CUST06448,2025-05-01 01:51:10.277364+00:00,578,24.0,16905.38,160974.6,4,1.0,0
CUST06449,2025-05-01 01:51:10.277364+00:00,356,80.0,183868.2,191389.06,6,3.0,0
CUST06450,2025-05-01 01:51:10.277364+00:00,485,59.0,149187.91,170824.69,3,1.0,0
CUST06451,2025-05-01 01:51:10.277364+00:00,697,28.0,133392.23,53863.48,3,1.0,0
CUST06452,2025-05-01 01:51:10.277364+00:00,457,,213960.09,76222.32,9,2.0,0
CUST06453,2025-05-01 01:51:10.277364+00:00,658,,143334.19,155444.27,3,,0
CUST06454,2025-05-01 01:51:10.277364+00:00,739,82.0,238882.73,189791.67,10,1.0,0
CUST06465,2025-05-01 01:51:10.277364+00:00,643,72.0,31015.04,66004.83,1,3.0,0
CUST06455,2025-05-01 01:51:10.277364+00:00,765,22.0,155695.02,64956.99,7,2.0,0
CUST06457,2025-05-01 01:51:10.277364+00:00,787,68.0,9186.72,14345.78,9,4.0,0
CUST06458,2025-05-01 01:51:10.277364+00:00,829,55.0,181318.9,105836.35,4,2.0,0
CUST06459,2025-05-01 01:51:10.277364+00:00,372,,93411.29,26750.73,9,4.0,0
CUST06460,2025-05-01 01:51:10.277364+00:00,316,76.0,149800.54,26262.66,1,3.0,0
CUST06461,2025-05-01 01:51:10.277364+00:00,830,30.0,219087.05,154650.07,9,3.0,0
CUST06462,2025-05-01 01:51:10.277364+00:00,625,52.0,1914.56,75344.78,3,4.0,0
CUST06463,2025-05-01 01:51:10.277364+00:00,845,20.0,189903.11,187771.55,4,4.0,0
CUST06456,2025-05-01 01:51:10.277364+00:00,745,43.0,88585.1,83405.0,0,3.0,0
CUST06252,2025-05-01 01:51:10.277364+00:00,510,41.0,88612.52,114703.18,7,4.0,0
CUST06875,2025-05-01 01:51:10.277364+00:00,353,60.0,213539.99,138463.35,9,3.0,0
CUST06877,2025-05-01 01:51:10.277364+00:00,541,81.0,226697.91,71047.54,2,2.0,0
CUST07289,2025-05-01 01:51:10.277364+00:00,744,28.0,73362.95,183732.64,1,1.0,0
CUST07290,2025-05-01 01:51:10.277364+00:00,625,,176399.37,14335.42,0,2.0,0
CUST07291,2025-05-01 01:51:10.277364+00:00,658,51.0,99833.87,198273.63,4,4.0,0
CUST07292,2025-05-01 01:51:10.277364+00:00,444,25.0,1005.99,129319.01,9,1.0,0
CUST07293,2025-05-01 01:51:10.277364+00:00,574,25.0,234461.64,45288.82,2,2.0,0
CUST07294,2025-05-01 01:51:10.277364+00:00,808,,37411.37,106287.36,10,,0
CUST07295,2025-05-01 01:51:10.277364+00:00,478,,37158.53,165818.34,5,,0
CUST07296,2025-05-01 01:51:10.277364+00:00,776,36.0,204591.45,36806.51,10,3.0,0
CUST07297,2025-05-01 01:51:10.277364+00:00,713,91.0,83875.71,125632.53,0,3.0,0
CUST07298,2025-05-01 01:51:10.277364+00:00,452,26.0,82043.83,141776.15,10,4.0,0
CUST07299,2025-05-01 01:51:10.277364+00:00,403,74.0,155598.85,88436.35,3,1.0,0
CUST07300,2025-05-01 01:51:10.277364+00:00,374,,14759.66,112904.19,5,4.0,0
CUST07301,2025-05-01 01:51:10.277364+00:00,427,46.0,59240.43,169094.88,1,2.0,0
CUST07302,2025-05-01 01:51:10.277364+00:00,644,36.0,13317.79,190834.31,10,3.0,1
CUST07303,2025-05-01 01:51:10.277364+00:00,830,63.0,72877.42,115296.01,10,3.0,0
CUST07288,2025-05-01 01:51:10.277364+00:00,744,78.0,82564.81,125793.01,8,4.0,0
CUST07287,2025-05-01 01:51:10.277364+00:00,367,67.0,174909.58,186568.62,7,3.0,0
CUST07286,2025-05-01 01:51:10.277364+00:00,414,49.0,131256.82,63940.92,10,1.0,0
CUST07285,2025-05-01 01:51:10.277364+00:00,500,19.0,123525.04,38041.92,5,1.0,0
CUST07269,2025-05-01 01:51:10.277364+00:00,605,73.0,33904.24,79139.87,4,4.0,0
CUST07270,2025-05-01 01:51:10.277364+00:00,826,89.0,84834.04,12840.13,9,2.0,0
CUST07271,2025-05-01 01:51:10.277364+00:00,352,22.0,68803.38,171717.59,8,4.0,0
CUST07272,2025-05-01 01:51:10.277364+00:00,819,86.0,70467.05,69760.28,10,3.0,0
CUST07273,2025-05-01 01:51:10.277364+00:00,629,69.0,82147.97,166239.34,10,4.0,0
CUST07274,2025-05-01 01:51:10.277364+00:00,624,90.0,84011.55,113803.41,1,4.0,0
CUST07275,2025-05-01 01:51:10.277364+00:00,413,,155038.96,177452.03,2,3.0,0
CUST07304,2025-05-01 01:51:10.277364+00:00,458,79.0,217482.54,143498.46,7,4.0,0
CUST07276,2025-05-01 01:51:10.277364+00:00,446,39.0,157196.03,89432.89,6,3.0,0
CUST07278,2025-05-01 01:51:10.277364+00:00,678,82.0,214635.39,13421.33,2,4.0,0
CUST07279,2025-05-01 01:51:10.277364+00:00,438,88.0,211417.96,157920.82,9,3.0,0
CUST07280,2025-05-01 01:51:10.277364+00:00,598,40.0,54304.35,158062.81,7,2.0,0
CUST07281,2025-05-01 01:51:10.277364+00:00,575,23.0,135909.89,47167.95,10,,0
CUST07282,2025-05-01 01:51:10.277364+00:00,477,75.0,195959.27,191536.89,7,2.0,0
CUST07283,2025-05-01 01:51:10.277364+00:00,653,43.0,216718.58,190327.14,3,2.0,0
CUST07284,2025-05-01 01:51:10.277364+00:00,453,29.0,63796.44,79445.01,10,3.0,0
CUST07277,2025-05-01 01:51:10.277364+00:00,465,32.0,130723.0,42200.34,8,1.0,0
CUST07268,2025-05-01 01:51:10.277364+00:00,731,22.0,216202.58,158905.85,1,2.0,0
CUST07305,2025-05-01 01:51:10.277364+00:00,837,77.0,227333.14,71333.17,3,4.0,0
CUST07307,2025-05-01 01:51:10.277364+00:00,322,50.0,46896.67,178796.88,0,4.0,0
CUST07328,2025-05-01 01:51:10.277364+00:00,437,54.0,198318.74,69843.91,5,1.0,0
CUST07329,2025-05-01 01:51:10.277364+00:00,569,67.0,133893.22,123164.07,8,1.0,0
CUST07330,2025-05-01 01:51:10.277364+00:00,849,47.0,22742.3,60960.87,1,4.0,0
CUST07331,2025-05-01 01:51:10.277364+00:00,695,34.0,186782.7,77575.18,2,2.0,0
CUST07332,2025-05-01 01:51:10.277364+00:00,763,50.0,245324.53,129812.95,6,3.0,0
CUST07333,2025-05-01 01:51:10.277364+00:00,749,33.0,110295.13,130958.9,2,4.0,0
CUST07334,2025-05-01 01:51:10.277364+00:00,630,32.0,28913.66,119652.23,1,1.0,0
CUST07335,2025-05-01 01:51:10.277364+00:00,552,30.0,25349.79,138198.56,6,2.0,0
CUST07336,2025-05-01 01:51:10.277364+00:00,584,20.0,6469.88,88263.55,7,3.0,0
CUST07337,2025-05-01 01:51:10.277364+00:00,573,41.0,192599.54,122927.0,8,1.0,0
CUST07338,2025-05-01 01:51:10.277364+00:00,319,40.0,173500.25,28104.35,1,3.0,0
CUST07339,2025-05-01 01:51:10.277364+00:00,538,76.0,146059.82,101907.63,1,2.0,0
CUST07340,2025-05-01 01:51:10.277364+00:00,569,72.0,191407.33,121348.42,10,3.0,0
CUST07341,2025-05-01 01:51:10.277364+00:00,717,82.0,249824.42,90219.19,6,1.0,0
CUST07342,2025-05-01 01:51:10.277364+00:00,609,49.0,100461.98,13223.34,3,1.0,0
CUST07327,2025-05-01 01:51:10.277364+00:00,681,52.0,24594.46,107686.88,4,3.0,1
CUST07326,2025-05-01 01:51:10.277364+00:00,431,,139161.12,111148.94,8,2.0,1
CUST07325,2025-05-01 01:51:10.277364+00:00,738,88.0,138671.77,135248.7,0,,0
CUST07324,2025-05-01 01:51:10.277364+00:00,629,81.0,170125.97,122966.26,4,2.0,0
CUST07308,2025-05-01 01:51:10.277364+00:00,346,72.0,33819.0,28744.97,7,1.0,0
CUST07309,2025-05-01 01:51:10.277364+00:00,824,36.0,98604.78,49042.68,9,2.0,0
CUST07310,2025-05-01 01:51:10.277364+00:00,443,34.0,206601.57,61279.87,0,4.0,0
CUST07311,2025-05-01 01:51:10.277364+00:00,718,59.0,213165.86,27927.7,6,2.0,0
CUST07312,2025-05-01 01:51:10.277364+00:00,384,39.0,11482.0,136847.19,6,1.0,0
CUST07313,2025-05-01 01:51:10.277364+00:00,715,56.0,52307.21,182191.85,5,2.0,0
CUST07314,2025-05-01 01:51:10.277364+00:00,781,44.0,50792.56,15129.04,7,3.0,0
CUST07306,2025-05-01 01:51:10.277364+00:00,725,22.0,77359.17,73470.96,1,3.0,0
CUST07315,2025-05-01 01:51:10.277364+00:00,755,,207107.55,57935.92,9,2.0,0
CUST07317,2025-05-01 01:51:10.277364+00:00,411,69.0,92098.81,98469.9,0,,0
CUST07318,2025-05-01 01:51:10.277364+00:00,529,82.0,239151.47,178269.74,0,3.0,0
CUST07319,2025-05-01 01:51:10.277364+00:00,395,56.0,2313393.2,189367.43,5,3.0,0
CUST07320,2025-05-01 01:51:10.277364+00:00,677,35.0,110026.67,198277.9,6,1.0,0
CUST07321,2025-05-01 01:51:10.277364+00:00,455,39.0,32082.96,85185.94,9,3.0,0
CUST07322,2025-05-01 01:51:10.277364+00:00,720,85.0,42750.87,75165.36,8,2.0,0
CUST07323,2025-05-01 01:51:10.277364+00:00,404,28.0,28020.98,152241.28,9,2.0,0
CUST07316,2025-05-01 01:51:10.277364+00:00,596,45.0,114073.08,184916.28,0,4.0,0
CUST07343,2025-05-01 01:51:10.277364+00:00,330,77.0,176452.56,143190.27,4,4.0,0
CUST07267,2025-05-01 01:51:10.277364+00:00,300,73.0,3839.03,56096.32,8,1.0,0
CUST07265,2025-05-01 01:51:10.277364+00:00,843,86.0,239725.8,130117.26,10,2.0,0
CUST07211,2025-05-01 01:51:10.277364+00:00,403,30.0,111230.99,182023.03,9,4.0,0
CUST07212,2025-05-01 01:51:10.277364+00:00,725,20.0,2110992.3000000003,67505.73,9,4.0,0
CUST07213,2025-05-01 01:51:10.277364+00:00,400,41.0,76303.78,63808.67,5,1.0,0
CUST07214,2025-05-01 01:51:10.277364+00:00,840,25.0,193830.43,192520.52,10,2.0,0
CUST07215,2025-05-01 01:51:10.277364+00:00,821,62.0,19483.64,33335.08,7,2.0,0
CUST07216,2025-05-01 01:51:10.277364+00:00,405,89.0,158777.04,122585.83,2,4.0,0
CUST07217,2025-05-01 01:51:10.277364+00:00,576,18.0,90150.48,119061.23,10,3.0,0
CUST07218,2025-05-01 01:51:10.277364+00:00,364,20.0,69181.23,54980.22,5,3.0,1
CUST07219,2025-05-01 01:51:10.277364+00:00,487,82.0,203777.27,70245.15,1,4.0,0
CUST07220,2025-05-01 01:51:10.277364+00:00,616,32.0,12980.53,64451.78,2,4.0,0
CUST07221,2025-05-01 01:51:10.277364+00:00,437,67.0,237382.87,170752.83,3,1.0,0
CUST07222,2025-05-01 01:51:10.277364+00:00,642,,196386.39,84015.09,8,3.0,1
CUST07223,2025-05-01 01:51:10.277364+00:00,404,20.0,88902.32,78153.24,3,2.0,0
CUST07224,2025-05-01 01:51:10.277364+00:00,845,78.0,247833.25,130976.95,6,4.0,0
CUST07225,2025-05-01 01:51:10.277364+00:00,679,32.0,50622.31,104146.28,7,4.0,0
CUST07210,2025-05-01 01:51:10.277364+00:00,769,42.0,188944.43,80581.83,7,1.0,0
CUST07209,2025-05-01 01:51:10.277364+00:00,507,29.0,11877.93,158546.44,0,1.0,0
CUST07208,2025-05-01 01:51:10.277364+00:00,745,36.0,6964.08,120440.38,2,3.0,0
CUST07207,2025-05-01 01:51:10.277364+00:00,327,23.0,15680.43,160842.47,2,1.0,0
CUST07191,2025-05-01 01:51:10.277364+00:00,580,34.0,17137.25,80683.65,8,1.0,0
CUST07192,2025-05-01 01:51:10.277364+00:00,461,81.0,221187.39,118973.84,6,2.0,0
CUST07193,2025-05-01 01:51:10.277364+00:00,490,,21096.78,18657.45,3,,0
CUST07194,2025-05-01 01:51:10.277364+00:00,308,83.0,149477.43,170444.81,5,4.0,0
CUST07195,2025-05-01 01:51:10.277364+00:00,359,59.0,232383.16,108897.38,5,2.0,0
CUST07196,2025-05-01 01:51:10.277364+00:00,524,,15605.73,16108.39,1,1.0,0
CUST07197,2025-05-01 01:51:10.277364+00:00,586,28.0,95776.22,196915.93,1,3.0,0
CUST07226,2025-05-01 01:51:10.277364+00:00,409,76.0,100603.5,90934.93,4,3.0,0
CUST07198,2025-05-01 01:51:10.277364+00:00,468,70.0,81986.45,82532.99,10,3.0,0
CUST07200,2025-05-01 01:51:10.277364+00:00,648,46.0,150077.87,44263.11,0,4.0,0
CUST07201,2025-05-01 01:51:10.277364+00:00,741,37.0,65525.77,15694.71,4,1.0,0
CUST07202,2025-05-01 01:51:10.277364+00:00,313,22.0,6830.74,145542.93,9,4.0,0
CUST07203,2025-05-01 01:51:10.277364+00:00,463,,240568.76,189630.81,2,3.0,1
CUST07204,2025-05-01 01:51:10.277364+00:00,719,51.0,187194.0,24742.45,2,3.0,0
CUST07205,2025-05-01 01:51:10.277364+00:00,819,29.0,33781.9,149750.0,7,1.0,0
CUST07206,2025-05-01 01:51:10.277364+00:00,847,45.0,113789.21,23149.06,10,4.0,0
CUST07199,2025-05-01 01:51:10.277364+00:00,361,77.0,86052.19,197478.28,4,3.0,0
CUST07266,2025-05-01 01:51:10.277364+00:00,405,57.0,4307.17,84045.02,9,2.0,0
CUST07227,2025-05-01 01:51:10.277364+00:00,844,71.0,221219.88,144789.89,1,3.0,0
CUST07229,2025-05-01 01:51:10.277364+00:00,616,54.0,59778.21,52210.06,7,4.0,0
CUST07250,2025-05-01 01:51:10.277364+00:00,319,74.0,161506.38,129976.55,7,1.0,0
CUST07251,2025-05-01 01:51:10.277364+00:00,429,91.0,133105.24,20332.06,2,,0
CUST07252,2025-05-01 01:51:10.277364+00:00,592,91.0,196294.69,182143.18,5,3.0,0
CUST07253,2025-05-01 01:51:10.277364+00:00,431,91.0,128613.82,177274.61,1,4.0,0
CUST07254,2025-05-01 01:51:10.277364+00:00,655,31.0,82902.25,63476.08,8,3.0,0
CUST07255,2025-05-01 01:51:10.277364+00:00,353,89.0,206892.19,150989.28,1,4.0,0
CUST07256,2025-05-01 01:51:10.277364+00:00,686,18.0,16905.35,93477.9,4,1.0,0
CUST07257,2025-05-01 01:51:10.277364+00:00,564,33.0,72364.06,170618.71,5,3.0,0
CUST07258,2025-05-01 01:51:10.277364+00:00,514,43.0,147871.11,21679.26,3,2.0,0
CUST07259,2025-05-01 01:51:10.277364+00:00,759,66.0,214006.63,106084.36,6,4.0,0
CUST07260,2025-05-01 01:51:10.277364+00:00,757,59.0,18035.46,85503.66,6,2.0,0
CUST07261,2025-05-01 01:51:10.277364+00:00,342,87.0,24013.23,59469.95,6,1.0,0
CUST07262,2025-05-01 01:51:10.277364+00:00,577,83.0,70596.26,49763.32,10,2.0,0
CUST07263,2025-05-01 01:51:10.277364+00:00,429,70.0,86142.99,138541.19,6,2.0,0
CUST07264,2025-05-01 01:51:10.277364+00:00,649,26.0,210884.56,48360.58,9,3.0,0
CUST07249,2025-05-01 01:51:10.277364+00:00,778,75.0,113063.04,25549.72,2,1.0,0
CUST07248,2025-05-01 01:51:10.277364+00:00,841,,184423.42,104560.15,8,2.0,0
CUST07247,2025-05-01 01:51:10.277364+00:00,614,28.0,128468.31,71032.74,9,2.0,0
CUST07246,2025-05-01 01:51:10.277364+00:00,819,87.0,7179.48,179442.79,5,2.0,0
CUST07230,2025-05-01 01:51:10.277364+00:00,565,38.0,185778.35,150950.82,4,2.0,0
CUST07231,2025-05-01 01:51:10.277364+00:00,364,40.0,76432.33,22884.68,4,1.0,0
CUST07232,2025-05-01 01:51:10.277364+00:00,632,35.0,191618.17,199938.56,6,1.0,1
CUST07233,2025-05-01 01:51:10.277364+00:00,812,,31321.0,123359.89,5,4.0,0
CUST07234,2025-05-01 01:51:10.277364+00:00,432,48.0,84042.48,51097.44,2,1.0,0
CUST07235,2025-05-01 01:51:10.277364+00:00,839,81.0,18749.9,47654.44,6,3.0,0
CUST07236,2025-05-01 01:51:10.277364+00:00,834,65.0,122974.23,62006.01,0,3.0,0
CUST07228,2025-05-01 01:51:10.277364+00:00,653,77.0,249201.77,88397.67,10,2.0,0
CUST07237,2025-05-01 01:51:10.277364+00:00,795,43.0,175375.14,177061.66,3,3.0,0
CUST07239,2025-05-01 01:51:10.277364+00:00,398,62.0,153679.23,37460.35,5,3.0,0
CUST07240,2025-05-01 01:51:10.277364+00:00,616,53.0,142271.69,124007.72,5,2.0,0
CUST07241,2025-05-01 01:51:10.277364+00:00,422,81.0,73649.13,183071.56,9,4.0,0
CUST07242,2025-05-01 01:51:10.277364+00:00,619,52.0,121694.55,149295.53,7,4.0,0
CUST07243,2025-05-01 01:51:10.277364+00:00,794,44.0,17254.76,121616.91,0,3.0,0
CUST07244,2025-05-01 01:51:10.277364+00:00,756,85.0,114978.32,49639.76,6,3.0,0
CUST07245,2025-05-01 01:51:10.277364+00:00,821,,114547.37,189270.39,3,4.0,0
CUST07238,2025-05-01 01:51:10.277364+00:00,668,39.0,94654.02,167070.82,3,2.0,0
CUST07190,2025-05-01 01:51:10.277364+00:00,535,21.0,157985.7,104132.35,10,3.0,0
CUST07344,2025-05-01 01:51:10.277364+00:00,403,,94290.4,96543.04,0,3.0,0
CUST07346,2025-05-01 01:51:10.277364+00:00,427,35.0,212730.02,194778.35,9,,0
CUST07445,2025-05-01 01:51:10.277364+00:00,660,69.0,65672.27,85977.86,2,2.0,1
CUST07446,2025-05-01 01:51:10.277364+00:00,637,26.0,20606.91,46877.67,1,1.0,0
CUST07447,2025-05-01 01:51:10.277364+00:00,309,,126121.64,111544.96,7,,0
CUST07448,2025-05-01 01:51:10.277364+00:00,348,,112721.01,96409.35,8,2.0,0
CUST07449,2025-05-01 01:51:10.277364+00:00,786,79.0,178652.08,42520.01,8,2.0,0
CUST07450,2025-05-01 01:51:10.277364+00:00,620,60.0,155076.42,106159.19,1,1.0,0
CUST07451,2025-05-01 01:51:10.277364+00:00,432,45.0,85844.54,168541.46,7,4.0,0
CUST07452,2025-05-01 01:51:10.277364+00:00,382,25.0,124076.05,106758.55,1,3.0,0
CUST07453,2025-05-01 01:51:10.277364+00:00,356,,134020.78,51310.14,6,2.0,0
CUST07454,2025-05-01 01:51:10.277364+00:00,675,47.0,229387.15,140318.84,7,1.0,0
CUST07455,2025-05-01 01:51:10.277364+00:00,648,28.0,245423.59,175261.82,0,1.0,0
CUST07456,2025-05-01 01:51:10.277364+00:00,570,37.0,203885.7,75574.98,7,1.0,0
CUST07457,2025-05-01 01:51:10.277364+00:00,782,48.0,140526.14,23502.6,2,3.0,0
CUST07458,2025-05-01 01:51:10.277364+00:00,410,51.0,232026.71,183820.1,0,1.0,0
CUST07459,2025-05-01 01:51:10.277364+00:00,375,,44528.18,139621.67,6,2.0,0
CUST07444,2025-05-01 01:51:10.277364+00:00,794,77.0,81540.89,98132.28,7,2.0,0
CUST07443,2025-05-01 01:51:10.277364+00:00,591,88.0,45255.71,15161.3,10,2.0,0
CUST07442,2025-05-01 01:51:10.277364+00:00,609,23.0,76739.42,115492.71,4,2.0,0
CUST07441,2025-05-01 01:51:10.277364+00:00,401,58.0,111464.4,196009.18,0,4.0,0
CUST07425,2025-05-01 01:51:10.277364+00:00,387,81.0,140310.7,100861.76,8,2.0,0
CUST07426,2025-05-01 01:51:10.277364+00:00,612,87.0,177202.18,39200.4,5,4.0,1
CUST07427,2025-05-01 01:51:10.277364+00:00,365,81.0,140127.44,82093.5,6,3.0,0
CUST07428,2025-05-01 01:51:10.277364+00:00,319,42.0,191612.85,149167.96,6,4.0,0
CUST07429,2025-05-01 01:51:10.277364+00:00,332,45.0,145878.9,123874.86,8,3.0,0
CUST07430,2025-05-01 01:51:10.277364+00:00,372,27.0,130013.46,12079.65,6,3.0,0
CUST07431,2025-05-01 01:51:10.277364+00:00,642,45.0,33754.87,104604.32,2,3.0,0
CUST07460,2025-05-01 01:51:10.277364+00:00,457,65.0,174124.02,198373.44,9,2.0,0
CUST07432,2025-05-01 01:51:10.277364+00:00,432,53.0,117957.69,164497.48,5,4.0,0
CUST07434,2025-05-01 01:51:10.277364+00:00,360,38.0,156143.45,99375.83,10,4.0,0
CUST07435,2025-05-01 01:51:10.277364+00:00,819,43.0,113973.04,88864.34,6,1.0,0
CUST07436,2025-05-01 01:51:10.277364+00:00,571,35.0,36660.86,111964.34,5,3.0,0
CUST07437,2025-05-01 01:51:10.277364+00:00,545,85.0,37590.66,24055.12,3,2.0,1
CUST07438,2025-05-01 01:51:10.277364+00:00,475,58.0,180246.94,161936.82,5,4.0,0
CUST07439,2025-05-01 01:51:10.277364+00:00,616,,165361.81,172743.96,2,3.0,0
CUST07440,2025-05-01 01:51:10.277364+00:00,430,40.0,648748.3,122541.11,0,2.0,0
CUST07433,2025-05-01 01:51:10.277364+00:00,354,28.0,134558.67,116931.93,5,3.0,0
CUST07424,2025-05-01 01:51:10.277364+00:00,456,90.0,156025.76,52988.62,10,1.0,0
CUST07461,2025-05-01 01:51:10.277364+00:00,831,45.0,115116.93,141963.33,2,2.0,0
CUST07463,2025-05-01 01:51:10.277364+00:00,421,80.0,18802.5,92297.48,8,1.0,1
CUST07484,2025-05-01 01:51:10.277364+00:00,655,46.0,49685.43,156963.62,5,2.0,0
CUST07485,2025-05-01 01:51:10.277364+00:00,447,32.0,39536.73,179604.05,0,3.0,0
CUST07486,2025-05-01 01:51:10.277364+00:00,664,21.0,23182.79,13087.3,7,2.0,0
CUST07487,2025-05-01 01:51:10.277364+00:00,663,61.0,175395.59,41621.23,5,2.0,0
CUST07488,2025-05-01 01:51:10.277364+00:00,701,82.0,137037.61,49930.78,2,2.0,0
CUST07489,2025-05-01 01:51:10.277364+00:00,791,48.0,21679.69,108683.79,4,2.0,0
CUST07490,2025-05-01 01:51:10.277364+00:00,528,,770835.3999999999,39293.88,6,3.0,0
CUST07491,2025-05-01 01:51:10.277364+00:00,836,27.0,35586.6,195452.13,8,3.0,0
CUST07492,2025-05-01 01:51:10.277364+00:00,567,28.0,23170.26,83693.8,3,3.0,1
CUST07493,2025-05-01 01:51:10.277364+00:00,704,45.0,74692.79,37135.36,1,1.0,0
CUST07494,2025-05-01 01:51:10.277364+00:00,310,,24074.0,157104.39,2,1.0,0
CUST07495,2025-05-01 01:51:10.277364+00:00,619,41.0,65046.5,116744.18,6,2.0,0
CUST07496,2025-05-01 01:51:10.277364+00:00,425,56.0,138179.79,183679.46,7,4.0,0
CUST07497,2025-05-01 01:51:10.277364+00:00,605,68.0,140226.05,187763.36,4,1.0,0
CUST07498,2025-05-01 01:51:10.277364+00:00,810,67.0,42000.58,172618.46,2,2.0,0
CUST07483,2025-05-01 01:51:10.277364+00:00,821,41.0,185029.84,52285.36,6,1.0,0
CUST07482,2025-05-01 01:51:10.277364+00:00,719,84.0,176187.21,27612.1,1,4.0,0
CUST07481,2025-05-01 01:51:10.277364+00:00,716,18.0,89049.52,142371.75,7,3.0,0
CUST07480,2025-05-01 01:51:10.277364+00:00,495,22.0,224708.27,71528.1,4,3.0,0
CUST07464,2025-05-01 01:51:10.277364+00:00,340,,120185.46,18143.99,1,2.0,0
CUST07465,2025-05-01 01:51:10.277364+00:00,466,59.0,59742.3,74883.91,0,2.0,0
CUST07466,2025-05-01 01:51:10.277364+00:00,322,69.0,62626.56,159205.72,7,4.0,0
CUST07467,2025-05-01 01:51:10.277364+00:00,578,22.0,80054.22,115569.46,9,4.0,0
CUST07468,2025-05-01 01:51:10.277364+00:00,768,,179591.05,97198.79,5,4.0,0
CUST07469,2025-05-01 01:51:10.277364+00:00,699,76.0,41022.4,171090.15,9,2.0,0
CUST07470,2025-05-01 01:51:10.277364+00:00,308,82.0,179388.97,43649.75,0,3.0,0
CUST07462,2025-05-01 01:51:10.277364+00:00,628,,36187.23,33600.3,7,3.0,0
CUST07471,2025-05-01 01:51:10.277364+00:00,312,,195677.48,112338.48,2,2.0,0
CUST07473,2025-05-01 01:51:10.277364+00:00,508,80.0,61889.38,185895.5,8,4.0,0
CUST07474,2025-05-01 01:51:10.277364+00:00,849,67.0,12883.13,41095.2,5,1.0,0
CUST07475,2025-05-01 01:51:10.277364+00:00,701,56.0,101986.28,144270.55,2,4.0,0
CUST07476,2025-05-01 01:51:10.277364+00:00,490,59.0,211861.31,18706.08,7,3.0,0
CUST07477,2025-05-01 01:51:10.277364+00:00,350,34.0,25467.57,117779.86,5,3.0,0
CUST07478,2025-05-01 01:51:10.277364+00:00,692,60.0,186207.69,132547.82,0,3.0,0
CUST07479,2025-05-01 01:51:10.277364+00:00,599,66.0,116972.45,169585.35,5,1.0,0
CUST07472,2025-05-01 01:51:10.277364+00:00,351,60.0,148620.02,133002.68,8,1.0,0
CUST07345,2025-05-01 01:51:10.277364+00:00,485,83.0,88014.47,39581.78,5,4.0,0
CUST07423,2025-05-01 01:51:10.277364+00:00,545,57.0,203299.54,81723.62,4,4.0,0
CUST07421,2025-05-01 01:51:10.277364+00:00,529,74.0,168282.77,72116.18,7,1.0,0
CUST07367,2025-05-01 01:51:10.277364+00:00,393,18.0,59822.63,41867.64,2,3.0,0
CUST07368,2025-05-01 01:51:10.277364+00:00,512,77.0,139187.26,169830.72,8,3.0,0
CUST07369,2025-05-01 01:51:10.277364+00:00,735,48.0,72258.61,27880.37,3,2.0,0
CUST07370,2025-05-01 01:51:10.277364+00:00,807,37.0,99040.01,71192.0,9,4.0,1
CUST07371,2025-05-01 01:51:10.277364+00:00,504,81.0,173289.39,80433.6,9,3.0,0
CUST07372,2025-05-01 01:51:10.277364+00:00,680,,248987.03,54788.89,10,3.0,0
CUST07373,2025-05-01 01:51:10.277364+00:00,372,46.0,161182.9,36087.7,2,1.0,0
CUST07374,2025-05-01 01:51:10.277364+00:00,815,27.0,69119.98,129336.12,3,4.0,0
CUST07375,2025-05-01 01:51:10.277364+00:00,375,46.0,22616.39,11612.96,2,4.0,0
CUST07376,2025-05-01 01:51:10.277364+00:00,376,48.0,90491.91,160411.07,2,1.0,0
CUST07377,2025-05-01 01:51:10.277364+00:00,709,47.0,4827.67,18040.96,1,2.0,0
CUST07378,2025-05-01 01:51:10.277364+00:00,405,42.0,116188.68,193168.99,5,2.0,0
CUST07379,2025-05-01 01:51:10.277364+00:00,775,75.0,164995.94,174973.02,9,1.0,0
CUST07380,2025-05-01 01:51:10.277364+00:00,574,74.0,127948.99,88766.22,5,3.0,0
CUST07381,2025-05-01 01:51:10.277364+00:00,387,80.0,216320.58,37114.34,9,3.0,0
CUST07366,2025-05-01 01:51:10.277364+00:00,346,22.0,97344.34,152338.06,0,1.0,1
CUST07365,2025-05-01 01:51:10.277364+00:00,303,47.0,202903.17,100928.61,3,2.0,0
CUST07364,2025-05-01 01:51:10.277364+00:00,409,24.0,67432.01,160355.81,7,4.0,0
CUST07363,2025-05-01 01:51:10.277364+00:00,352,32.0,142136.42,12675.64,1,2.0,0
CUST07347,2025-05-01 01:51:10.277364+00:00,509,76.0,143690.79,189058.64,7,4.0,0
CUST07348,2025-05-01 01:51:10.277364+00:00,713,70.0,30153.32,40150.41,10,,0
CUST07349,2025-05-01 01:51:10.277364+00:00,580,81.0,100879.0,144369.3,0,3.0,0
CUST07350,2025-05-01 01:51:10.277364+00:00,552,47.0,199138.58,108327.89,1,3.0,0
