CreditScore,Age,Balance,EstimatedSalary,Tenure,NumOfProducts,Exited
523,64.0,140387.32,124004.02,3,1.0,0
661,91.0,241321.04,56119.54,2,2.0,0
375,53.0,225701.5,96459.32,9,2.4913684210526315,0
784,32.0,73980.23,73006.42,10,1.0,0
835,46.0,97219.69,69510.55,7,3.0,0
574,90.0,187023.2,122083.92,10,2.0,0
613,66.0,30482.17,180030.53,8,2.4913684210526315,0
556,83.0,87474.77,52551.82,1,4.0,0
825,33.0,13059.14,70752.06,1,2.0,0
477,37.0,160335.68,87996.91,6,3.0,0
341,53.0,31957.77,72800.23,9,4.0,0
521,90.0,212250.4,90653.25,5,2.0,0
476,30.0,5997.89,49033.17,1,4.0,0
777,53.0,74886.55,55937.19,5,1.0,0
810,46.0,121837.08,78448.73,10,4.0,0
472,70.0,72014.53,184955.32,5,4.0,0
704,87.0,191610.42,103949.18,4,1.0,0
675,55.0,50572.71,73288.28,6,2.0,0
509,25.0,55214.95,50623.23,4,2.0,0
481,54.0,101354.41,172039.31,3,2.0,0
318,60.0,180982.41,46215.92,0,3.0,0
763,54.499,140910.68,146282.92,9,1.0,0
410,54.499,186136.43,199473.65,6,2.0,0
364,19.0,182546.03,75655.84,10,3.0,0
678,40.0,196937.61,52835.36,5,2.0,0
333,22.0,230490.5,47362.25,7,2.0,0
386,59.0,160203.65,116028.21,3,4.0,0
645,18.0,226710.61,144143.04,1,3.0,0
828,45.0,74618.46,73417.93,2,4.0,0
833,54.499,229711.91,95440.41,0,2.0,0
606,32.0,175156.0,88375.43,4,1.0,0
410,28.0,224270.72,52582.59,9,2.0,0
485,36.0,85044.43,28548.04,1,4.0,0
814,34.0,223590.05,65649.09,1,4.0,0
592,79.0,101276.2,12436.79,5,4.0,0
694,54.499,42694.1,82298.89,3,1.0,0
575,75.0,47082.44,167365.91,3,4.0,0
426,83.0,200042.23,92348.08,3,4.0,0
664,38.0,104524.72,165481.98,5,2.0,0
593,68.0,87583.09,122092.93,0,1.0,1
740,42.0,115780.34,111918.12,6,4.0,0
619,28.0,143691.97,187157.11,1,1.0,0
824,73.0,15668.56,18582.66,7,4.0,0
515,36.0,15324.38,54298.11,10,2.0,0
522,86.0,98553.43,95086.93,8,2.0,0
440,63.0,99623.6,31135.03,2,3.0,1
770,35.0,236873.1,187453.37,8,4.0,0
576,29.0,143301.91,68221.43,1,2.0,0
791,67.0,220726.42,49312.93,1,4.0,0
370,63.0,95315.35,177132.6,9,4.0,0
344,83.0,149226.39,118338.98,0,2.0,0
542,25.0,177103.46,68463.62,0,4.0,0
515,29.0,115812.91,134214.54,7,3.0,0
552,79.0,25974.28,48867.93,2,3.0,0
719,18.0,38822.02,161872.59,4,3.0,0
627,54.499,236187.91,44995.69,0,3.0,0
325,66.0,165208.0,60610.91,2,1.0,0
500,60.0,104264.2,115810.76,7,4.0,0
731,62.0,127624.3,21723.32,3,3.0,0
497,70.0,169487.11,39686.87,8,2.0,0
393,63.0,227162.46,25387.15,7,2.0,0
657,22.0,202351.82,156374.51,6,4.0,0
723,25.0,21139.53,56158.7,2,3.0,0
490,35.0,182013.19,68586.02,9,2.4913684210526315,1
627,71.0,198952.21,126784.46,9,4.0,0
752,27.0,158016.1,11011.79,10,4.0,0
391,54.499,146392.54,66270.17,7,4.0,0
580,54.499,120268.29,100764.52,3,2.0,0
337,54.499,57865.76,89711.33,2,2.0,0
644,18.0,151317.86,147443.39,7,3.0,1
421,80.0,18802.5,92297.48,8,1.0,1
412,30.0,241734.27,46554.07,6,2.0,0
602,73.0,157406.08,80429.34,0,4.0,0
696,45.0,117479.26,120776.38,1,1.0,0
666,59.0,189926.02,66671.06,8,3.0,0
630,54.499,66908.39,96329.08,7,1.0,0
642,52.0,70786.85,25003.27,6,2.0,0
712,47.0,196658.73,58229.48,6,1.0,0
373,85.0,110517.29,174395.29,4,2.4913684210526315,0
690,89.0,125993.04,130377.9,0,1.0,0
530,43.0,164138.43,199794.32,7,1.0,0
306,47.0,181944.77,159291.62,5,4.0,0
752,33.0,83458.03,84884.5,9,2.0,0
329,77.0,200566.55,130326.55,9,2.4913684210526315,1
783,74.0,200215.62,58672.09,9,2.0,0
302,26.0,55422.78,174779.55,0,2.0,0
839,81.0,18749.9,47654.44,6,3.0,0
309,63.0,97577.2,54064.14,8,4.0,0
621,37.0,173685.3,30493.32,4,4.0,0
608,82.0,230577.6,108365.97,4,1.0,0
662,78.0,231561.55,101482.65,9,2.4913684210526315,0
672,44.0,39964.54,72633.22,3,2.0,0
417,49.0,95465.89,136174.9,1,1.0,0
455,70.0,221277.83,170984.74,0,4.0,0
546,55.0,5832.81,34327.94,3,2.0,0
509,61.0,176441.79,157153.31,8,1.0,0
601,24.0,126684.87,140785.5,10,2.0,0
837,20.0,75017.26,79518.63,0,3.0,0
373,19.0,92683.07,188765.34,9,1.0,0
528,69.0,209425.16,113080.64,10,4.0,0
713,43.0,7071.41,180207.1,1,1.0,0
826,61.0,160759.15,175045.09,5,1.0,0
358,31.0,18582.95,161829.11,8,1.0,1
617,57.0,20774.23,104782.23,10,1.0,1
525,90.0,245303.72,160136.33,3,4.0,0
694,82.0,26708.83,64318.07,10,2.0,0
323,55.0,69445.36,91196.98,6,3.0,0
515,80.0,178987.99,194479.16,1,1.0,0
604,54.499,66775.65,128445.15,0,1.0,0
311,61.0,164982.51,105445.01,0,2.0,0
365,54.499,2504.56,88537.25,3,1.0,0
686,40.0,170509.75,28234.09,3,3.0,0
428,19.0,226256.77,79690.86,8,4.0,0
595,26.0,99355.7,22717.13,5,1.0,0
516,20.0,243380.83,175337.57,0,2.4913684210526315,0
450,54.499,232301.25,52177.48,0,1.0,0
429,54.0,195527.91,131209.71,1,4.0,0
535,69.0,22806.17,94503.54,9,1.0,0
781,42.0,26671.01,199724.6,5,4.0,0
496,43.0,28403.51,117910.14,0,3.0,0
407,54.499,173131.42,37224.98,4,2.4913684210526315,0
431,54.499,85483.09,60896.99,1,3.0,0
465,45.0,44801.19,62864.33,2,1.0,0
831,26.0,121351.07,183700.05,0,3.0,0
803,89.0,199883.91,27203.21,6,4.0,0
735,54.499,61150.61,119386.66,8,4.0,0
493,54.0,2966.48,114670.01,4,2.0,0
677,79.0,136050.49,165491.65,1,2.0,0
629,69.0,82147.97,166239.34,10,4.0,0
323,57.0,214525.18,117888.19,1,1.0,0
677,77.0,209236.62,61878.05,3,2.0,0
412,68.0,240886.22,90190.56,4,1.0,0
572,54.499,199797.1,91862.73,1,1.0,0
782,40.0,62070.75,158502.52,4,3.0,0
780,80.0,12973.52,121540.15,10,2.0,0
358,41.0,244345.04,75717.1,10,3.0,1
695,88.0,167527.82,165915.76,9,1.0,0
421,66.0,14378.18,102558.2,7,2.0,0
613,82.0,236485.46,15660.05,5,2.0,0
408,83.0,46346.4,193090.67,10,3.0,0
582,42.0,58121.99,152911.86,0,1.0,0
408,56.0,241368.78,41082.15,6,1.0,0
622,20.0,40543.27,199213.15,8,3.0,0
312,54.499,165145.89,12984.31,1,4.0,1
730,23.0,19798.53,179225.09,10,4.0,0
710,68.0,217993.35,197269.01,5,4.0,0
829,22.0,208007.03,187182.39,10,2.4913684210526315,0
346,56.0,88141.62,109544.98,6,4.0,0
361,44.0,245895.94,103816.01,0,1.0,0
311,49.0,246162.17,87528.99,5,3.0,0
426,49.0,30279.27,121501.03,2,3.0,0
838,78.0,224543.33,105913.14,3,3.0,0
537,20.0,77408.36,75935.78,6,2.4913684210526315,0
410,90.0,96144.87,141913.57,0,3.0,0
469,30.0,16143.38,69966.32,0,4.0,0
612,35.0,17245.1,189082.94,6,2.0,0
533,75.0,111321.83,94940.71,0,3.0,0
548,89.0,51696.55,188952.14,0,1.0,0
368,64.0,102064.92,43550.67,1,2.0,0
775,86.0,99293.7,164018.2,7,3.0,0
751,47.0,146777.98,87782.64,0,4.0,0
513,54.499,53312.18,112539.66,5,1.0,0
564,33.0,72364.06,170618.71,5,3.0,0
364,54.499,130045.17,172146.33,6,1.0,1
614,32.0,211797.56,76528.97,10,3.0,0
553,54.499,129692.96,185827.92,9,3.0,0
773,49.0,66213.29,23124.84,5,3.0,0
391,75.0,98138.15,141274.04,3,3.0,0
776,57.0,212439.59,128453.17,5,3.0,0
329,36.0,72248.0,96799.27,10,1.0,0
432,65.0,189127.65,98537.56,3,2.0,0
559,71.0,63704.77,97998.37,5,4.0,0
630,62.0,186894.02,194807.78,3,4.0,0
486,38.0,95229.51,90049.39,8,2.0,0
630,54.499,128765.97,13330.59,8,2.0,0
804,54.0,116512.36,67159.01,9,2.4913684210526315,0
412,82.0,166795.24,69917.07,9,2.0,0
594,80.0,47705.86,45144.83,8,4.0,0
810,18.0,65838.68,60712.16,4,4.0,0
828,44.0,102924.52,27968.39,5,3.0,0
569,57.0,240128.89,161652.46,0,4.0,0
501,85.0,190189.57,111089.74,1,3.0,0
467,61.0,213559.18,75577.83,10,3.0,0
493,32.0,192727.44,105487.95,7,1.0,0
523,45.0,38478.34,154799.66,8,1.0,0
489,20.0,204191.25,63925.13,0,1.0,0
711,54.0,145569.05,85108.82,7,3.0,0
744,35.0,18792.91,140640.07,4,2.0,0
679,32.0,50622.31,104146.28,7,4.0,0
557,43.0,232951.62,47642.7,7,3.0,1
400,54.499,72750.16,180544.35,8,4.0,0
412,29.0,28801.88,167487.54,6,2.0,0
411,82.0,30650.46,55487.98,3,4.0,0
417,18.0,189255.17,182009.23,1,3.0,0
410,60.0,106857.34,94129.5,10,1.0,0
309,86.0,135031.73,92309.12,9,4.0,0
702,71.0,230447.59,59748.02,6,2.4913684210526315,0
318,70.0,61415.23,10377.05,3,1.0,0
398,73.0,111041.56,189037.96,9,4.0,0
344,64.0,126292.3,127964.19,10,2.0,0
611,22.0,22351.61,197508.12,8,2.0,0
588,80.0,55895.68,25299.31,4,2.0,0
763,47.0,13791.59,18415.87,7,1.0,0
495,53.0,32280.11,41319.47,5,3.0,0
454,81.0,37410.58,67532.07,3,4.0,0
735,25.0,97507.41,128315.52,10,1.0,0
471,61.0,116046.71,26040.47,7,1.0,0
748,73.0,203069.59,35935.31,7,3.0,0
701,80.0,192253.66,142945.4,1,2.0,0
574,79.0,142771.55,119378.52,5,4.0,0
521,54.499,201762.22,66260.92,0,4.0,0
437,33.0,208634.09,95454.92,6,1.0,0
602,45.0,185469.87,67402.42,7,2.0,0
553,23.0,94289.91,160199.89,8,4.0,0
641,54.499,29279.06,191465.9,4,2.0,1
370,36.0,41183.9,101767.42,7,2.0,0
682,52.0,93955.33,71699.59,2,1.0,0
781,77.0,51066.38,10311.9,9,2.0,0
734,80.0,153607.54,151808.22,9,1.0,0
626,78.0,18067.26,23234.96,6,2.0,1
359,71.0,234766.78,99552.87,8,2.0,0
434,74.0,94682.22,41962.67,7,1.0,0
633,87.0,153951.27,37401.64,2,3.0,0
632,90.0,116711.61,176900.61,3,3.0,1
724,88.0,95403.33,168950.67,9,4.0,0
346,19.0,170342.72,84412.46,4,2.0,0
570,37.0,92098.91,199024.47,0,2.4913684210526315,0
825,61.0,1666.89,193347.17,5,4.0,0
836,68.0,7923.8,169461.74,4,2.0,0
387,49.0,100902.62,112633.9,1,2.0,0
656,87.0,156163.73,84263.07,8,4.0,0
573,46.0,28846.18,70250.12,1,3.0,0
804,34.0,65503.67,153461.51,6,2.0,0
544,54.499,238198.76,119520.21,7,1.0,0
353,82.0,160904.17,17733.26,2,4.0,0
762,39.0,161375.16,84129.36,9,4.0,0
312,73.0,236602.84,100563.22,4,1.0,0
753,75.0,239120.18,33417.41,1,3.0,0
724,35.0,109698.12,132846.14,9,2.4913684210526315,0
720,54.499,76406.03,108948.35,3,2.0,0
462,66.0,173158.06,14248.61,9,4.0,0
451,26.0,102809.63,170839.93,8,3.0,0
434,40.0,186904.75,151188.47,9,3.0,0
842,59.0,195050.52,110621.23,1,4.0,0
704,84.0,171389.23,69746.57,9,1.0,0
803,30.0,22458.13,21725.36,2,2.0,0
802,42.0,235615.85,166378.84,2,4.0,0
503,71.0,103000.34,183945.18,9,2.0,0
547,79.0,175317.71,159920.03,8,2.4913684210526315,0
666,26.0,21520.26,70313.86,2,1.0,0
340,90.0,15955.03,142481.16,4,2.0,0
426,32.0,109102.88,94601.56,6,3.0,0
476,70.0,232228.23,108750.41,0,4.0,0
734,29.0,14344.25,187107.17,5,2.0,0
625,81.0,48174.2,10179.19,8,1.0,0
773,73.0,80545.73,199026.28,9,3.0,0
324,65.0,228205.76,21667.28,8,1.0,0
355,78.0,222066.04,113598.05,9,2.0,0
356,77.0,183657.54,190426.95,6,2.0,0
630,90.0,244907.91,14515.91,4,2.0,0
686,45.0,249427.02,65868.31,3,3.0,0
774,29.0,198972.14,96410.59,2,4.0,0
746,37.0,48122.59,131020.64,10,2.4913684210526315,0
498,57.0,150527.97,194421.68,8,4.0,0
376,69.0,212958.04,44730.65,9,4.0,0
317,31.0,170943.36,101721.6,0,1.0,0
704,86.0,188302.32,96648.58,6,2.0,0
567,46.0,9466.4,26335.81,5,4.0,0
401,65.0,60815.04,64491.06,5,4.0,0
342,84.0,218124.7,56909.3,7,1.0,0
795,54.499,26103.55,39668.48,9,3.0,0
843,82.0,42559.87,192107.56,1,4.0,0
336,84.0,86041.79,155301.24,6,3.0,0
504,47.0,193670.64,115294.73,8,1.0,0
346,46.0,127492.19,149155.18,0,1.0,0
740,37.0,172504.97,32052.56,8,3.0,0
386,35.0,175716.27,107227.91,8,3.0,1
848,84.0,149400.09,14482.12,5,4.0,0
787,68.0,9186.72,14345.78,9,4.0,0
827,54.499,172717.53,137232.08,0,2.0,0
386,39.0,48193.55,148605.95,1,3.0,0
357,37.0,52975.78,188101.6,6,3.0,0
726,41.0,181608.46,111603.52,5,3.0,0
715,30.0,61248.18,33210.85,0,2.0,0
509,80.0,170770.62,122182.83,2,2.0,0
534,52.0,23.32,10877.67,5,3.0,0
491,54.499,196690.78,140804.94,5,1.0,0
730,53.0,221130.73,30073.58,10,4.0,0
436,54.499,5181.19,115121.91,3,2.0,0
481,75.0,236079.06,174651.26,7,2.0,0
741,22.0,169792.52,153083.36,8,3.0,1
573,77.0,151226.54,175368.08,8,3.0,0
680,22.0,203971.84,187371.6,4,2.0,0
739,50.0,186117.3,124061.88,9,3.0,0
403,70.0,244543.69,69653.25,10,4.0,0
689,42.0,12346.55,60192.02,7,3.0,0
385,80.0,110733.83,20991.53,4,4.0,0
539,30.0,19275.29,187874.73,5,3.0,1
351,54.499,68256.97,66946.07,10,2.0,0
470,67.0,36535.4,145552.11,2,1.0,0
686,18.0,16905.35,93477.9,4,1.0,0
407,59.0,74401.42,127589.4,6,1.0,0
697,54.499,172243.57,166484.65,9,1.0,0
650,66.0,167205.5,167588.22,6,3.0,0
551,39.0,163120.3,122591.51,4,1.0,0
382,75.0,39124.9,108694.11,1,3.0,0
796,18.0,36326.4,199326.32,2,1.0,0
530,31.0,89323.07,32772.12,3,3.0,0
733,54.499,46321.08,111140.15,8,1.0,0
665,41.0,196679.0,152527.22,1,2.0,0
570,80.0,249786.69,37695.16,6,1.0,0
696,35.0,153855.21,109192.82,0,3.0,0
711,38.0,176315.89,88378.14,9,3.0,0
306,57.0,2028.91,79940.6,5,1.0,0
596,88.0,65393.89,150868.22,7,1.0,0
824,33.0,235919.7,73827.59,8,3.0,0
609,34.0,217865.5,63333.22,5,2.0,0
838,31.0,29374.99,119210.57,0,2.0,0
672,89.0,207559.31,175338.95,0,2.0,0
756,35.0,15774.58,114884.8,1,3.0,0
413,54.499,155038.96,177452.03,2,3.0,0
656,32.0,125128.02,84434.46,6,2.0,0
529,54.499,183365.75,186212.35,4,2.0,0
619,39.0,74332.83,107459.45,4,4.0,0
321,56.0,23881.29,103963.77,8,4.0,0
663,81.0,227985.75,58536.7,5,3.0,0
766,31.0,118551.38,151045.71,7,3.0,0
419,23.0,233055.96,39826.91,8,1.0,0
657,31.0,216385.02,71989.47,8,2.4913684210526315,0
459,24.0,43961.92,180466.79,2,1.0,0
371,76.0,65929.1,151431.72,5,1.0,0
529,20.0,216786.96,21035.4,6,4.0,0
839,68.0,88877.34,33008.06,5,2.4913684210526315,1
713,21.0,243187.93,192149.95,3,4.0,0
402,54.499,240092.59,140567.31,10,1.0,1
503,23.0,63159.46,189134.93,2,4.0,0
567,57.0,228671.04,183129.55,3,2.4913684210526315,0
605,72.0,195496.02,138123.82,10,2.4913684210526315,0
688,54.499,247425.04,118281.94,7,2.0,0
572,60.0,222750.95,184626.5,8,3.0,0
668,89.0,62097.32,154204.88,0,4.0,0
442,87.0,97869.3,167510.24,10,3.0,0
557,44.0,1467.83,78577.82,9,1.0,0
563,54.499,134109.31,33626.46,8,4.0,0
847,60.0,11046.59,81090.97,7,3.0,0
380,19.0,125306.34,151856.42,0,2.4913684210526315,0
631,63.0,170290.9,105037.1,8,4.0,0
607,48.0,67983.46,20957.56,10,3.0,0
485,76.0,158758.96,106087.53,0,3.0,0
383,77.0,131101.74,24367.63,7,4.0,0
790,56.0,134720.99,70267.25,6,4.0,0
695,31.0,184523.19,24782.45,9,3.0,0
639,83.0,214726.8,179899.71,5,2.0,0
318,25.0,184484.51,46408.27,5,4.0,0
365,88.0,249857.13,146942.1,8,4.0,0
460,60.0,213390.19,67262.82,7,1.0,0
728,46.0,33729.07,175286.44,0,3.0,0
688,78.0,41717.38,71856.98,2,1.0,0
598,39.0,182700.58,36566.26,10,4.0,0
563,58.0,173063.85,164811.89,2,2.4913684210526315,0
665,35.0,123793.81,73607.37,10,2.4913684210526315,0
783,27.0,75911.46,45199.31,8,2.4913684210526315,0
701,64.0,105184.68,183130.28,7,2.0,0
628,81.0,61294.23,22817.95,10,2.4913684210526315,0
377,27.0,109476.65,94822.3,10,3.0,0
448,54.499,57095.49,155143.09,6,3.0,0
639,54.499,121967.99,165095.56,10,2.4913684210526315,0
466,45.0,61474.73,184820.22,5,4.0,0
761,20.0,80681.31,133970.41,1,3.0,1
695,36.0,111238.11,126235.0,7,4.0,0
438,66.0,27296.12,112636.16,4,2.0,0
408,84.0,56100.07,60650.73,6,3.0,0
695,33.0,38737.74,80155.44,7,2.0,0
633,42.0,188223.18,88323.62,10,2.0,0
649,91.0,61283.02,129505.92,9,4.0,0
357,83.0,195304.3,183312.05,8,3.0,0
731,56.0,91305.87,134365.34,7,3.0,0
603,54.499,187600.57,67635.25,3,4.0,0
625,40.0,72505.49,39456.31,7,1.0,0
394,66.0,143028.24,92375.7,6,2.0,0
385,84.0,61458.81,196226.99,0,4.0,0
344,82.0,115115.25,107688.05,1,2.0,0
422,89.0,157618.39,83744.29,1,1.0,0
545,31.0,78432.44,146418.64,3,4.0,0
509,39.0,76792.67,76922.38,10,3.0,0
420,61.0,129799.3,27853.14,8,3.0,0
449,87.0,143218.48,175059.65,1,3.0,0
807,57.0,161642.51,25339.2,9,2.0,0
815,46.0,109008.35,66159.89,7,1.0,0
648,82.0,182011.23,28349.11,4,1.0,0
487,67.0,181337.03,178894.66,4,4.0,0
791,39.0,104617.05,149671.2,6,4.0,1
350,29.0,56318.23,86215.23,5,3.0,0
685,42.0,111930.64,154569.24,1,2.0,0
663,60.0,179314.85,12475.46,10,2.0,0
607,56.0,164924.86,149852.83,2,2.0,0
583,76.0,91717.48,98351.19,3,2.0,0
415,40.0,67420.96,46499.73,10,3.0,0
530,69.0,236395.72,102762.43,6,2.0,0
340,49.0,55157.57,70148.32,8,3.0,0
472,51.0,169302.82,24159.74,10,4.0,0
829,63.0,37267.45,13808.04,0,2.0,0
501,29.0,28003.62,63898.57,0,2.0,0
806,75.0,7932.74,196231.88,4,4.0,0
702,36.0,184430.99,28384.41,8,3.0,0
598,65.0,31365.05,84182.43,0,1.0,0
706,28.0,132385.01,77987.29,2,1.0,0
790,80.0,178399.9,169593.04,4,3.0,0
563,54.499,203566.38,42425.15,6,4.0,0
683,51.0,163608.81,134927.22,8,2.0,1
576,51.0,47419.75,115215.88,6,3.0,0
372,81.0,227272.36,76381.27,2,1.0,0
328,45.0,82919.73,89011.82,7,4.0,0
371,73.0,181006.94,58737.39,5,2.0,0
576,88.0,97078.13,129381.85,0,2.0,0
669,54.499,138134.33,95399.83,1,3.0,0
413,55.0,54632.08,76886.23,8,4.0,0
617,46.0,169803.58,47268.41,3,4.0,0
828,49.0,101806.93,34226.69,10,1.0,1
350,35.0,48205.67,166099.05,6,2.0,0
458,79.0,217482.54,143498.46,7,4.0,0
423,54.499,32839.31,58511.96,6,3.0,0
541,29.0,128886.87,191010.87,3,4.0,0
831,33.0,182551.74,128955.53,10,1.0,0
531,45.0,213556.41,26180.67,5,4.0,0
702,81.0,142659.08,167829.54,7,2.0,0
841,54.499,158726.38,17420.27,6,2.0,0
523,53.0,113989.95,26858.95,4,1.0,0
419,91.0,239324.29,182989.25,3,2.0,0
638,72.0,132142.13,177926.41,1,1.0,0
707,65.0,162384.17,57532.98,10,4.0,0
556,69.0,99946.66,165334.75,1,3.0,0
404,49.0,62764.79,74068.19,0,1.0,0
527,30.0,123764.42,22963.4,6,2.0,0
532,53.0,221680.66,144683.74,4,2.4913684210526315,0
676,41.0,46714.5,155345.26,4,1.0,0
497,56.0,177303.47,155534.11,1,3.0,0
424,82.0,86279.91,79554.1,7,1.0,0
305,81.0,176790.48,66121.91,4,1.0,0
410,54.499,96441.29,83973.15,0,1.0,0
644,24.0,1846.98,105389.5,2,4.0,0
806,19.0,229351.95,100743.94,7,2.0,0
686,59.0,37320.46,53835.34,2,4.0,0
752,75.0,242308.62,142102.35,2,3.0,0
462,54.499,57890.8,152546.92,5,2.0,0
693,22.0,34889.38,120077.09,5,1.0,0
819,29.0,33781.9,149750.0,7,1.0,0
525,89.0,123507.86,63093.3,8,2.0,0
452,26.0,82043.83,141776.15,10,4.0,0
847,59.0,239106.62,89004.64,4,1.0,0
574,60.0,40821.94,155109.12,2,2.0,0
447,56.0,163011.54,30031.07,9,1.0,0
756,54.499,193226.69,112830.15,3,2.0,0
546,54.499,203958.7,183430.75,5,1.0,0
578,24.0,16905.38,160974.6,4,1.0,0
310,67.0,58647.27,43939.73,5,1.0,0
781,24.0,115846.64,46001.25,3,2.4913684210526315,0
572,24.0,161683.96,122817.04,2,3.0,0
532,41.0,163031.12,69133.4,3,4.0,0
751,69.0,39958.94,96116.6,5,1.0,0
389,54.499,141326.47,142450.06,7,4.0,0
443,55.0,111357.89,168356.33,0,4.0,0
467,44.0,15961.86,30766.03,7,1.0,0
822,46.0,147413.21,173446.43,9,1.0,0
494,36.0,225156.02,161206.74,8,2.0,0
799,85.0,42834.49,120946.51,4,1.0,0
670,84.0,57740.88,116996.58,1,2.0,0
602,54.499,233499.85,100846.14,1,3.0,0
686,48.0,165168.56,75282.31,8,2.0,0
344,54.499,60777.08,136629.42,0,4.0,0
617,32.0,20439.84,79716.7,5,2.0,0
798,64.0,114064.8,75867.78,4,4.0,0
559,65.0,149338.86,95916.59,3,2.0,0
727,20.0,80980.52,120478.52,5,2.0,0
549,54.499,108955.44,173832.26,6,4.0,0
619,54.499,45792.66,101426.71,1,2.0,0
599,20.0,180280.88,26424.94,9,2.0,0
610,19.0,168688.36,116043.32,3,4.0,0
414,54.499,170612.37,117508.33,0,2.0,0
552,71.0,220870.98,38158.69,4,2.0,0
447,62.0,159537.73,183816.15,3,2.0,0
471,65.0,185090.85,178963.09,5,2.0,0
503,75.0,183262.17,179277.69,10,4.0,1
478,77.0,88980.93,125562.68,6,4.0,0
559,73.0,150782.28,173615.58,10,2.0,0
816,36.0,48459.53,44253.84,8,3.0,0
750,54.499,14920.51,179708.66,1,2.0,0
695,54.499,247879.32,81210.05,1,2.0,0
732,29.0,168875.91,82458.09,7,1.0,0
644,52.0,146338.85,187969.19,1,4.0,1
319,58.0,113323.17,169519.86,9,2.0,1
819,34.0,187502.79,118649.21,9,2.0,0
714,43.0,62579.14,37242.85,3,2.0,0
643,54.499,218024.05,32462.15,10,3.0,0
650,32.0,230841.93,41625.72,4,2.0,0
518,49.0,67672.49,58619.41,0,2.0,0
453,54.499,222177.57,187688.92,1,3.0,0
349,54.0,242977.86,85561.41,3,4.0,0
475,57.0,67215.88,157372.41,3,3.0,0
667,33.0,31841.04,117256.51,0,2.0,0
450,46.0,34971.58,163583.74,7,3.0,0
490,54.499,241767.21,181832.54,4,2.0,0
445,67.0,44605.46,183682.18,2,3.0,0
846,39.0,16552.24,122248.95,3,4.0,0
705,46.0,99962.67,173616.82,1,3.0,0
376,76.0,28346.47,181458.99,9,3.0,0
693,60.0,73549.53,84188.07,6,4.0,0
784,54.499,160458.7,176381.79,1,2.0,0
329,21.0,3088.84,119750.7,1,2.0,0
463,35.0,35706.07,89412.28,8,2.4913684210526315,0
448,54.499,221823.51,28196.09,8,1.0,1
758,33.0,89351.75,89895.9,10,3.0,0
520,38.0,14127.34,175608.78,3,4.0,0
627,66.0,35630.48,164029.99,3,2.0,0
397,37.0,123656.77,117883.6,10,4.0,0
714,65.0,140570.33,106666.96,10,1.0,0
831,59.0,231535.94,71139.94,1,4.0,0
392,47.0,76787.56,151622.63,2,1.0,0
304,54.499,459.16,192154.89,10,4.0,0
300,78.0,62426.54,159576.35,8,4.0,0
456,40.0,204130.64,43693.76,4,1.0,0
604,33.0,42995.44,22508.28,9,1.0,0
461,86.0,128114.52,70120.99,6,4.0,0
377,36.0,65759.23,23092.71,5,3.0,0
738,88.0,138671.77,135248.7,0,2.4913684210526315,0
822,43.0,243094.39,113724.1,4,3.0,0
727,80.0,99215.8,69227.29,4,4.0,0
846,54.0,233826.8,165900.18,6,3.0,0
359,73.0,29812.1,78350.79,0,1.0,0
733,90.0,187631.12,56655.9,1,2.4913684210526315,0
464,43.0,167191.06,10653.02,0,2.4913684210526315,1
467,78.0,226419.81,111231.32,0,2.0,0
749,73.0,92801.88,158120.33,9,4.0,0
427,46.0,59240.43,169094.88,1,2.0,0
506,54.499,97605.69,148229.87,0,1.0,0
308,82.0,179388.97,43649.75,0,3.0,0
675,51.0,239460.67,20307.34,4,3.0,0
644,84.0,179495.28,164087.46,3,1.0,0
734,90.0,71393.31,97652.74,0,3.0,0
300,73.0,3839.03,56096.32,8,1.0,0
785,82.0,223172.32,18277.68,9,2.0,0
561,25.0,9909.42,167507.12,9,4.0,0
786,52.0,51098.64,94142.35,1,4.0,0
434,76.0,109717.8,189601.76,0,1.0,0
525,89.0,47833.08,68511.38,9,2.4913684210526315,0
644,86.0,242814.47,125268.82,4,4.0,0
751,37.0,93336.47,12702.59,8,3.0,0
486,72.0,39862.71,144310.06,5,3.0,0
416,54.499,118813.12,54420.26,5,4.0,0
338,39.0,202214.88,19207.05,8,2.0,0
782,61.0,107854.35,123757.68,4,4.0,0
817,54.499,50710.81,72804.26,5,4.0,0
337,19.0,23348.45,132570.28,6,2.0,0
340,89.0,8798.12,180456.56,4,2.4913684210526315,1
346,43.0,535379.6,46506.61,9,2.0,0
813,54.499,238287.77,98545.2,9,2.0,0
763,42.0,122983.11,118176.68,1,4.0,0
586,30.0,181443.33,138826.08,10,2.0,0
662,49.0,232638.21,66912.58,4,1.0,0
724,54.499,177719.77,84026.8,8,1.0,0
735,54.499,97092.44,45233.94,4,1.0,0
471,60.0,103911.36,156085.76,8,2.0,0
833,59.0,159990.33,130473.53,2,4.0,0
550,72.0,247029.87,99551.75,10,4.0,0
361,40.0,93376.12,133687.45,6,2.0,0
602,72.0,137360.87,47915.8,7,2.0,0
400,80.0,110431.05,122686.32,8,4.0,0
552,79.0,156358.61,35798.78,4,4.0,0
532,54.499,90917.04,159346.52,8,2.0,0
318,24.0,170130.12,64921.35,7,2.4913684210526315,0
490,59.0,211861.31,18706.08,7,3.0,0
662,44.0,173873.0,34553.22,9,3.0,0
432,56.0,205499.28,138211.85,9,3.0,1
822,69.0,194317.99,148152.64,9,1.0,0
