CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CUST01594,592,Spain,Male,,7,19212.83,1.0,1,1,170502.42,0
CUST01595,599,France,Male,,5,99257.56,3.0,0,1,29956.49,0
CUST01596,342,Germany,Male,27.0,4,165208.97,4.0,1,1,181380.6,0
CUST01597,642,France,Male,57.0,6,236415.78,4.0,0,0,180532.25,0
CUST01598,625,Spain,Female,72.0,4,125382.44,4.0,1,1,131260.24,0
CUST01599,797,Germany,Female,90.0,10,223979.83,3.0,1,0,107471.83,0
CUST01600,663,Germany,Male,57.0,3,26199.94,3.0,1,0,132988.06,0
CUST01601,726,Germany,Male,40.0,4,132896.04,2.0,0,0,86915.07,0
CUST01602,320,France,Male,32.0,10,79012.64,2.0,1,1,121845.45,0
CUST01603,706,Germany,Female,22.0,6,198924.19,1.0,0,0,194209.8,0
CUST01604,635,Germany,Male,57.0,10,111248.7,2.0,0,1,31525.06,0
CUST01605,416,Germany,Male,,5,118813.12,4.0,1,0,54420.26,0
CUST01606,423,Spain,Female,38.0,9,16195.52,3.0,0,1,109577.15,0
CUST01607,698,France,Female,20.0,9,109502.52,3.0,1,1,59135.62,0
CUST01608,350,France,Female,63.0,10,20207.17,3.0,1,1,198626.19,0
CUST01609,623,Spain,Male,70.0,8,74890.53,3.0,1,1,146851.37,1
CUST01610,440,Germany,Female,37.0,9,31720.37,1.0,0,1,92455.52,0
CUST01611,769,Spain,Male,76.0,1,83620.23,2.0,1,1,181520.94,0
CUST01612,633,Spain,Female,38.0,6,56847.09,3.0,1,0,37444.92,0
CUST01613,672,Germany,Male,68.0,0,71294.99,1.0,0,0,64701.95,0
CUST01614,793,Germany,Male,42.0,7,37096.46,4.0,0,1,191627.32,0
CUST01615,838,France,Male,85.0,3,109901.9,2.0,0,0,115824.67,0
CUST01616,455,Germany,Female,27.0,7,124394.12,1.0,0,1,184925.98,0
CUST01617,590,Spain,Male,84.0,7,209161.92,3.0,1,0,196999.42,0
CUST01618,443,Spain,Male,26.0,3,134706.35,3.0,0,1,78442.96,0
CUST01619,405,Germany,Male,,3,57189.38,3.0,0,0,119532.15,0
CUST01620,719,France,Female,54.0,4,183973.92,4.0,0,0,170871.98,0
CUST01621,301,Spain,Male,88.0,6,74311.69,2.0,0,1,61820.81,0
CUST01622,389,Germany,Male,,5,189099.14,3.0,1,1,94883.31,0
CUST01623,644,France,Male,89.0,0,96791.01,2.0,0,1,39130.74,0
CUST01624,649,France,Male,76.0,5,128418.77,4.0,0,1,133982.03,0
CUST01625,758,Spain,Female,74.0,2,125938.89,1.0,1,0,10796.94,0
CUST01626,562,Spain,Male,77.0,8,238908.96,2.0,0,1,95368.57,0
CUST01627,650,France,Female,45.0,2,38416.33,1.0,1,1,186537.55,0
CUST01628,407,France,Female,45.0,8,234638.9,2.0,0,0,180487.47,0
CUST01629,338,France,Male,63.0,4,140497.15,3.0,1,1,162716.26,0
CUST01630,458,Germany,Female,88.0,9,248422.15,3.0,1,1,36820.23,1
CUST01631,611,Spain,Female,84.0,7,143284.57,1.0,0,1,108849.41,0
CUST01632,540,France,Female,72.0,8,164094.03,2.0,1,1,146636.43,0
CUST01633,744,Spain,Male,55.0,8,187393.55,4.0,1,1,29222.98,0
CUST01634,597,Spain,Female,,6,205447.29,2.0,1,0,37930.75,0
CUST01635,335,Spain,Female,80.0,9,119390.9,1.0,1,1,17612.48,0
CUST01636,383,France,Male,22.0,0,169648.47,2.0,1,0,71383.99,0
CUST01637,751,Germany,Male,61.0,7,153720.75,2.0,0,1,176691.24,0
CUST01638,684,France,Female,46.0,6,101771.75,1.0,0,0,106420.4,0
CUST01639,471,Spain,Female,31.0,3,205199.4,1.0,0,0,172121.43,0
CUST01640,675,France,Female,75.0,5,48112.14,1.0,0,0,25893.53,0
CUST01641,661,France,Male,61.0,9,41782.68,2.0,1,0,20659.52,0
CUST01642,440,Spain,Female,35.0,1,184109.55,1.0,0,1,162741.2,0
CUST01643,417,Spain,Male,24.0,3,159371.33,1.0,0,1,104572.53,0
CUST01644,576,France,Female,79.0,7,79415.12,4.0,0,0,99476.52,0
CUST01645,519,France,Female,62.0,3,158782.48,4.0,0,0,100373.36,0
CUST01646,325,France,Male,33.0,9,192661.8,4.0,1,1,82403.54,0
CUST01647,820,France,Female,81.0,3,54241.54,1.0,1,1,178416.97,0
CUST01648,309,Germany,Male,54.0,3,145348.53,1.0,0,0,108989.45,0
CUST01649,677,France,Female,42.0,9,206166.48,4.0,0,1,195038.6,0
CUST01650,451,Germany,Male,26.0,8,102809.63,3.0,1,0,170839.93,0
CUST01651,348,Spain,Male,,10,142934.18,3.0,0,1,150138.49,0
CUST01652,453,Germany,Female,45.0,1,19633.93,4.0,0,1,130879.52,0
CUST01653,592,Spain,Male,26.0,6,207617.18,4.0,0,0,168682.34,0
CUST01654,349,Germany,Female,29.0,2,199031.59,3.0,0,1,177528.83,0
CUST01655,830,Spain,Male,35.0,3,114063.61,4.0,0,1,35315.76,0
CUST01656,359,France,Male,73.0,0,29812.1,1.0,0,1,78350.79,0
CUST01657,466,Germany,Male,91.0,2,165099.7,4.0,1,0,163035.3,0
CUST01658,501,Germany,Female,75.0,1,143245.03,2.0,1,1,52048.08,0
CUST01659,445,Spain,Male,68.0,9,229869.97,3.0,1,1,121377.63,0
CUST01660,738,Spain,Male,49.0,6,69952.13,1.0,0,1,158285.6,1
CUST01661,541,Germany,Male,65.0,5,8081.62,3.0,1,1,52548.2,0
CUST01662,782,Spain,Female,25.0,0,63684.9,4.0,0,1,86382.68,0
CUST01663,407,France,Female,47.0,10,106976.74,3.0,1,0,183871.98,0
CUST01664,525,Germany,Male,43.0,7,38861.11,4.0,1,1,77640.45,0
CUST01665,731,France,Male,41.0,8,244933.74,1.0,1,1,124896.79,0
CUST01666,718,Germany,Female,44.0,0,55597.76,1.0,1,0,92430.52,0
CUST01667,754,France,Male,,4,169465.21,3.0,1,0,176636.46,0
CUST01668,459,Germany,Male,83.0,6,113528.17,1.0,0,0,90588.05,0
CUST01669,822,Spain,Male,68.0,1,138786.96,3.0,1,1,78253.24,0
CUST01670,376,Germany,Male,90.0,5,233170.0,3.0,0,1,42921.78,0
CUST01671,808,France,Male,67.0,7,132888.46,3.0,0,0,76356.02,0
CUST01672,740,Germany,Male,62.0,7,76306.62,3.0,1,0,137215.33,0
CUST01673,553,France,Female,50.0,9,55203.58,2.0,0,1,43404.06,0
CUST01674,619,France,Male,36.0,9,222998.22,2.0,0,1,144021.1,0
CUST01675,562,France,Male,30.0,7,246681.27,4.0,1,1,12022.94,0
CUST01676,673,Spain,Female,39.0,5,62958.04,1.0,0,0,79721.07,0
CUST01677,466,Germany,Female,37.0,5,180483.43,2.0,1,1,98527.62,0
CUST01678,758,France,Female,22.0,10,126438.12,,1,0,28262.86,0
CUST01679,579,Spain,Female,49.0,2,174645.75,1.0,1,0,139978.51,0
CUST01680,601,France,Male,47.0,1,2410536.4000000004,3.0,1,0,29523.81,0
CUST01681,830,Germany,Female,43.0,4,69021.68,2.0,1,1,27092.74,0
CUST01682,517,Spain,Male,21.0,8,184986.5,2.0,0,1,79907.29,0
CUST01683,401,France,Female,84.0,3,109486.7,2.0,1,0,150276.7,0
CUST01684,587,France,Female,60.0,4,163133.53,2.0,1,0,193098.24,0
CUST01685,466,France,Female,47.0,5,101662.98,3.0,0,1,157443.39,0
CUST01686,335,Germany,Male,33.0,10,177084.0,1.0,0,0,98540.89,0
CUST01687,652,Spain,Female,88.0,5,84375.39,2.0,0,0,61793.5,1
CUST01688,372,Spain,Female,,3,122088.77,2.0,1,1,67268.61,0
CUST01689,652,Spain,Female,58.0,3,177198.41,2.0,1,1,63902.74,0
CUST01690,369,France,Male,48.0,7,10676.7,2.0,1,1,62881.33,0
CUST01691,724,Spain,Male,,4,820223.8,1.0,0,0,23128.24,0
CUST01692,816,France,Female,30.0,10,136546.18,3.0,1,0,51884.72,0
CUST01693,727,Germany,Male,58.0,4,18533.79,4.0,0,1,30506.22,0
CUST01694,838,Spain,Female,45.0,8,175789.19,1.0,0,1,11401.02,0
CUST01695,459,France,Male,81.0,3,203321.74,2.0,1,0,64264.32,0
CUST01696,448,Spain,Female,36.0,6,40831.83,4.0,1,0,76916.36,0
CUST01697,529,Spain,Male,,4,183365.75,2.0,0,1,186212.35,0
CUST01698,366,Germany,Female,42.0,8,161550.03,,1,1,199016.12,0
CUST01699,680,Spain,Male,55.0,7,102719.62,3.0,1,1,120093.14,0
CUST01700,357,Germany,Male,20.0,7,41247.03,4.0,0,1,181186.87,0
CUST01701,558,Spain,Female,19.0,9,238719.59,4.0,0,0,127462.95,0
CUST01702,641,Spain,Female,22.0,9,116002.74,3.0,1,1,104539.8,0
CUST01703,429,Spain,Male,78.0,2,45910.86,3.0,1,0,18109.82,0
CUST01704,471,Spain,Female,37.0,8,179541.06,4.0,0,0,18473.26,0
CUST01705,508,Spain,Female,55.0,7,151974.49,4.0,1,1,15851.52,0
CUST01706,653,Spain,Female,53.0,2,204049.5,4.0,0,1,38515.26,0
CUST01707,770,Germany,Female,63.0,9,249024.18,4.0,0,0,24611.38,0
CUST01708,415,Germany,Male,54.0,0,11216.79,3.0,1,0,46988.94,0
CUST01709,563,France,Female,71.0,4,184828.94,1.0,1,0,108649.87,0
CUST01710,741,Spain,Male,38.0,3,247282.72,1.0,0,0,105608.16,0
CUST01711,847,Germany,Male,38.0,7,134557.91,3.0,1,1,75394.73,0
CUST01712,752,Spain,Female,87.0,5,178925.51,1.0,0,1,136535.26,0
CUST01713,776,Spain,Female,77.0,9,110277.63,1.0,0,0,84465.48,0
CUST01714,586,Germany,Male,53.0,4,89193.43,2.0,0,0,51845.64,0
CUST01715,602,Spain,Female,28.0,8,174114.52,1.0,1,1,141509.09,0
CUST01716,610,Germany,Female,48.0,5,247022.35,4.0,0,0,196238.77,0
CUST01717,507,Germany,Male,54.0,10,22916.6,1.0,1,0,164033.98,0
CUST01718,745,France,Male,77.0,10,105530.37,3.0,0,0,88669.8,0
CUST01719,354,France,Male,78.0,10,235154.7,1.0,0,0,81376.97,0
CUST01720,311,France,Female,84.0,10,28199.57,3.0,0,0,17343.26,0
CUST01721,699,France,Female,46.0,2,162733.33,4.0,1,0,134843.8,0
CUST01722,814,Spain,Male,84.0,5,107541.2,2.0,1,1,52298.55,0
CUST01723,841,Spain,Male,88.0,10,94223.1,2.0,1,0,139868.42,1
CUST01724,536,France,Female,84.0,3,52359.94,1.0,1,0,154432.18,1
CUST01725,578,Germany,Female,33.0,4,44083.57,1.0,1,0,177161.25,0
CUST01726,647,Germany,Female,62.0,5,129071.67,3.0,1,0,114167.5,0
CUST01727,403,Germany,Male,51.0,8,94359.3,2.0,1,0,167695.75,0
CUST01728,816,Germany,Female,61.0,2,122886.1,4.0,1,1,147405.21,0
CUST01729,547,Spain,Female,59.0,0,48984.36,3.0,1,1,77066.42,0
CUST01730,663,Germany,Male,52.0,1,87550.44,1.0,1,1,30221.48,0
CUST01731,620,Germany,Female,47.0,7,249104.42,2.0,1,0,56012.29,0
CUST01732,585,France,Male,,3,92017.71,1.0,0,1,170469.79,0
CUST01733,448,Germany,Female,75.0,6,103177.29,2.0,0,0,111540.14,0
CUST01734,383,Spain,Male,45.0,1,4969.02,3.0,1,0,136456.88,0
CUST01735,705,Germany,Male,32.0,10,95206.45,4.0,0,0,163154.09,0
CUST01736,755,Germany,Male,55.0,9,190847.84,,1,1,136738.14,0
CUST01737,460,Spain,Female,67.0,7,128899.2,4.0,0,1,172650.37,0
CUST01738,759,France,Female,30.0,9,164261.35,4.0,0,0,26408.32,0
CUST01739,849,Spain,Female,52.0,8,139138.03,4.0,1,1,181692.91,0
CUST01740,799,France,Female,41.0,6,26372.77,1.0,0,0,164398.16,0
CUST01741,808,Germany,Male,82.0,9,83036.1,1.0,0,1,181571.43,0
CUST01742,780,France,Female,35.0,10,173558.27,4.0,1,0,148863.02,0
CUST01743,413,France,Female,75.0,0,136984.73,2.0,0,1,62134.78,0
CUST01744,660,France,Male,43.0,1,168740.27,3.0,1,1,31637.08,0
CUST01745,640,Germany,Male,46.0,8,90045.12,2.0,1,1,34631.25,0
CUST01746,748,France,Male,89.0,9,48422.27,2.0,0,1,104791.9,0
CUST01747,479,France,Male,61.0,6,207453.51,,1,0,84277.92,0
CUST01748,706,Germany,Female,22.0,10,94075.29,2.0,1,1,134301.31,0
CUST01749,495,Spain,Male,50.0,2,163752.75,1.0,1,1,105622.75,0
CUST01750,765,Spain,Female,22.0,4,95311.59,3.0,0,1,33810.8,0
CUST01751,610,Spain,Female,53.0,0,231813.39,3.0,0,0,10426.65,0
CUST01752,561,Germany,Male,30.0,9,247984.83,3.0,0,1,34379.5,0
CUST01753,718,Germany,Male,42.0,2,162232.2,2.0,0,1,37880.4,0
CUST01754,705,Spain,Male,75.0,10,150537.8,3.0,0,0,146784.52,0
CUST01755,442,France,Male,19.0,3,210206.74,3.0,1,0,64203.4,0
CUST01756,641,Spain,Male,53.0,3,129057.95,1.0,1,0,27791.02,0
CUST01757,615,Germany,Female,,6,217376.48,4.0,0,0,153522.01,0
CUST01758,400,France,Male,51.0,4,103234.57,4.0,0,1,188692.34,0
CUST01759,543,France,Female,29.0,8,7974.27,1.0,1,1,29091.63,0
CUST01760,789,Germany,Male,36.0,6,231647.58,1.0,0,0,192981.22,0
CUST01761,311,France,Female,54.0,1,180382.12,,1,0,190550.3,0
CUST01762,538,Spain,Female,18.0,10,127691.78,2.0,0,0,109392.35,0
CUST01763,341,Germany,Female,77.0,10,236223.43,1.0,0,1,66195.44,0
CUST01764,728,Germany,Male,84.0,7,221692.01,3.0,1,0,36237.51,0
CUST01765,457,Germany,Male,66.0,10,27106.49,1.0,0,1,166532.17,0
CUST01766,515,Germany,Male,63.0,1,156099.36,2.0,1,0,124900.59,0
CUST01767,761,France,Female,65.0,6,134526.03,1.0,1,1,133746.74,0
CUST01768,433,Germany,Female,,4,194118.44,3.0,1,1,173566.6,0
CUST01769,366,Germany,Male,36.0,9,75191.98,1.0,1,0,94349.4,0
CUST01770,306,France,Male,57.0,5,2028.91,1.0,1,0,79940.6,0
CUST01771,825,Germany,Female,23.0,10,46349.9,1.0,1,1,154837.89,0
CUST01772,372,France,Female,80.0,3,52735.15,4.0,0,0,66471.84,0
CUST01773,698,France,Male,52.0,4,72854.09,4.0,1,0,72305.91,0
CUST01774,704,Germany,Male,89.0,4,92598.21,2.0,1,1,82407.33,0
CUST01775,429,Spain,Male,78.0,6,176638.7,4.0,0,1,172708.02,0
CUST01776,765,Germany,Female,22.0,10,18561.22,2.0,1,0,158031.93,0
CUST01777,505,Spain,Female,54.0,3,1216368.2000000002,4.0,0,0,65369.4,0
CUST01778,565,France,Male,,4,124660.92,,1,1,37286.35,0
CUST01779,836,Spain,Male,57.0,3,153967.45,2.0,1,0,84630.7,0
CUST01780,552,Germany,Male,82.0,3,77636.86,2.0,1,1,128664.83,0
CUST01781,588,Germany,Male,25.0,7,64947.22,1.0,1,1,138486.92,1
CUST01782,463,Spain,Male,,10,120971.23,1.0,0,1,48081.72,0
CUST01783,394,Germany,Female,88.0,4,164902.0,2.0,0,1,57386.36,0
CUST01784,409,Spain,Male,75.0,8,11148.02,2.0,0,1,186719.23,0
CUST01785,635,France,Female,65.0,4,73395.46,1.0,0,0,83161.36,0
CUST01786,537,Spain,Female,,7,196827.58,3.0,0,1,69687.1,0
CUST01787,680,Spain,Female,77.0,2,121047.39,1.0,0,1,142184.95,0
CUST01788,735,Spain,Female,66.0,6,237956.45,2.0,0,1,98896.65,0
CUST01789,782,Spain,Female,84.0,0,216885.43,1.0,0,0,56892.37,1
CUST01790,324,France,Female,,4,85986.24,4.0,0,0,87766.46,0
CUST01791,416,France,Female,42.0,1,181567.75,2.0,1,1,37397.1,0
CUST01792,781,France,Female,40.0,7,68577.12,1.0,0,1,63117.1,1
CUST01793,691,Spain,Male,68.0,5,43824.12,4.0,1,0,89507.88,0
CUST01794,836,France,Male,64.0,4,220255.09,1.0,0,1,108418.84,0
CUST01795,378,Germany,Male,22.0,2,87562.32,1.0,1,1,150914.9,0
CUST01796,472,France,Male,30.0,0,50854.51,3.0,0,1,83139.28,0
CUST01797,311,Spain,Male,59.0,9,241244.12,1.0,1,0,113683.88,0
CUST01798,427,Germany,Female,22.0,9,7757.2,1.0,0,0,190691.2,0
CUST01799,391,Spain,Female,40.0,9,91724.84,3.0,0,0,165480.1,0
CUST01800,842,Germany,Female,79.0,10,9604.47,1.0,0,0,55031.68,0
CUST01801,831,Spain,Female,18.0,9,126025.07,3.0,1,0,50561.83,0
CUST01802,746,Spain,Female,91.0,7,100293.86,4.0,0,1,135912.33,0
CUST01803,689,Germany,Male,71.0,10,180167.22,3.0,1,0,123112.69,0
CUST01804,342,France,Male,,4,238508.62,4.0,1,1,113905.86,0
CUST01805,553,Germany,Female,20.0,8,129922.21,3.0,1,0,39292.45,0
CUST01806,429,Germany,Male,81.0,10,71349.89,,0,1,78897.35,0
CUST01807,359,Germany,Male,68.0,6,218043.91,1.0,1,1,154280.4,0
CUST01808,766,Germany,Male,19.0,0,151134.95,4.0,1,0,147481.73,0
CUST01809,586,Germany,Male,66.0,10,138371.14,4.0,1,0,41383.02,0
CUST01810,816,Spain,Male,48.0,0,47143.67,2.0,1,1,91103.38,0
CUST01811,766,Spain,Female,91.0,6,10147.88,4.0,1,1,94115.57,0
CUST01812,644,France,Male,20.0,10,115351.24,1.0,1,0,106630.55,1
CUST01813,681,France,Male,52.0,6,132011.73,2.0,1,1,97620.11,0
CUST01814,552,Germany,Female,53.0,8,31773.43,2.0,1,1,105325.97,0
CUST01815,355,France,Female,81.0,1,14849.16,3.0,1,1,164497.45,0
CUST01816,762,France,Female,49.0,6,54020.09,4.0,0,1,83998.86,0
CUST01817,756,Germany,Female,35.0,1,15774.58,3.0,1,0,114884.8,0
CUST01818,382,Spain,Female,51.0,9,14034.57,3.0,1,1,125285.72,0
CUST01819,398,Spain,Female,73.0,9,111041.56,4.0,1,0,189037.96,0
CUST01820,448,France,Female,84.0,1,202561.05,3.0,1,1,134399.89,0
CUST01821,628,Spain,Female,70.0,4,165997.06,1.0,0,1,34829.81,0
CUST01822,455,Spain,Male,84.0,8,169853.41,,0,0,120666.96,0
CUST01823,489,France,Female,83.0,8,65609.14,4.0,0,1,135764.6,0
CUST01824,793,Germany,Female,81.0,9,2776.05,4.0,1,0,11805.31,0
CUST01825,562,France,Male,84.0,0,112661.65,2.0,0,1,24308.12,0
CUST01826,379,France,Female,56.0,10,94281.04,4.0,0,0,13609.64,0
CUST01827,699,France,Female,55.0,6,236808.75,4.0,1,1,19168.06,0
CUST01828,559,Germany,Female,57.0,9,18004.88,1.0,1,1,27036.36,0
CUST01829,400,Germany,Female,,9,194104.83,1.0,1,1,191984.94,0
CUST01830,658,Germany,Male,,2,96354.04,4.0,1,1,49276.97,0
CUST01831,679,Germany,Male,86.0,9,207404.96,2.0,0,1,48865.97,0
CUST01832,520,France,Female,31.0,9,123726.97,1.0,1,0,172909.7,0
CUST01833,719,Spain,Male,66.0,0,205125.45,1.0,1,1,153023.74,0
CUST01834,423,France,Male,81.0,1,116712.09,3.0,0,1,138404.92,0
CUST01835,721,Germany,Male,74.0,5,100464.88,4.0,0,1,90129.72,0
CUST01836,530,Spain,Male,52.0,9,240927.12,3.0,1,0,15923.63,0
CUST01837,362,France,Male,22.0,1,92214.52,4.0,0,0,167042.56,0
CUST01838,784,Spain,Male,56.0,1,201325.01,2.0,1,0,173551.29,0
CUST01839,782,Germany,Female,41.0,3,16758.15,3.0,1,1,101540.68,0
CUST01840,818,Spain,Female,,2,15662.15,1.0,1,0,132527.98,0
CUST01841,454,Spain,Male,67.0,7,109527.05,4.0,1,1,100754.32,0
CUST01842,391,Germany,Male,,7,146392.54,4.0,1,0,66270.17,0
CUST01843,825,Spain,Male,18.0,5,152133.25,3.0,0,1,112656.14,0
CUST01844,754,France,Female,60.0,3,9096.52,3.0,0,0,140833.78,0
CUST01845,809,Spain,Female,56.0,6,174184.99,2.0,0,0,39365.73,0
CUST01846,482,France,Female,27.0,8,32481.5,1.0,0,1,110835.94,0
CUST01847,685,Spain,Female,19.0,1,238836.24,2.0,0,1,157432.35,0
CUST01848,704,Spain,Female,80.0,5,83387.19,1.0,1,0,100362.25,0
CUST01849,545,Germany,Female,33.0,6,65361.26,1.0,1,0,39809.95,0
CUST01850,770,Germany,Male,54.0,0,72816.5,,1,1,175247.75,0
CUST01851,722,France,Female,,5,234338.36,1.0,0,0,138033.18,0
CUST01852,364,Germany,Female,44.0,7,120710.3,3.0,0,0,130180.29,0
CUST01853,312,Germany,Female,80.0,6,108669.94,4.0,0,0,133817.55,0
CUST01854,512,Germany,Male,81.0,1,141474.55,2.0,0,0,56561.46,0
CUST01855,541,Germany,Female,49.0,1,232690.48,1.0,1,1,103539.58,0
CUST01856,792,Germany,Male,26.0,3,77084.97,4.0,1,0,71937.61,0
CUST01857,512,France,Male,28.0,4,45205.0,3.0,0,0,168370.22,0
CUST01858,637,France,Female,87.0,4,148872.73,2.0,0,0,121865.12,0
CUST01859,472,Germany,Female,,10,122918.69,4.0,1,1,146285.82,0
CUST01860,463,Germany,Female,32.0,1,15492.07,4.0,0,1,135457.27,0
CUST01861,764,France,Male,76.0,6,130484.33,3.0,1,1,101906.88,0
CUST01862,796,Spain,Female,65.0,7,140604.47,3.0,0,1,162922.5,0
CUST01863,694,France,Male,77.0,1,173537.65,1.0,0,1,126919.7,0
CUST01864,607,Spain,Male,85.0,3,248885.52,2.0,0,0,53089.24,0
CUST01865,482,Germany,Female,74.0,10,105395.24,,0,0,65242.1,0
CUST01866,809,Germany,Female,81.0,10,127550.82,3.0,0,0,167123.81,0
CUST01867,845,France,Female,71.0,2,18750.58,3.0,0,0,188833.96,0
CUST01868,526,Germany,Male,,3,207897.02,4.0,1,0,114120.69,0
CUST01869,735,Spain,Female,76.0,4,24538.95,,1,0,83252.73,0
CUST01870,721,Spain,Male,56.0,5,233457.51,3.0,0,1,128752.26,0
CUST01871,320,France,Female,32.0,1,87125.09,1.0,0,1,101866.27,0
CUST01872,696,Spain,Male,91.0,9,84395.62,4.0,1,1,169921.99,0
CUST01873,404,France,Female,45.0,5,82152.25,1.0,1,0,168268.98,0
CUST01874,491,France,Female,53.0,8,237622.4,2.0,1,1,96669.19,0
CUST01875,316,Spain,Male,71.0,10,245026.95,,0,1,162870.62,0
CUST01876,419,Spain,Male,34.0,7,243310.1,1.0,0,1,46661.7,0
CUST01877,692,Spain,Female,,0,176196.79,4.0,1,1,81043.67,0
CUST01878,724,Spain,Male,53.0,8,27764.54,2.0,0,0,25124.34,0
CUST01879,428,Spain,Male,46.0,10,96590.56,2.0,1,0,163480.91,0
CUST01880,429,Spain,Male,72.0,9,72327.3,1.0,0,1,195296.2,0
CUST01881,328,Spain,Male,,10,177097.38,1.0,1,1,119585.22,0
CUST01882,396,Germany,Female,,1,123163.62,3.0,0,1,155634.3,0
CUST01883,309,France,Male,31.0,10,154125.34,1.0,1,1,86302.88,0
CUST01884,541,France,Female,35.0,0,2182.77,1.0,1,1,116695.07,0
CUST01885,531,Spain,Female,55.0,5,195716.02,1.0,0,0,75997.59,0
CUST01886,583,France,Female,51.0,0,238012.96,,1,1,142401.0,0
CUST01887,499,Spain,Male,62.0,5,167343.32,4.0,1,1,56786.54,0
CUST01888,378,Germany,Female,49.0,1,212984.35,1.0,1,0,39116.03,0
CUST01889,472,France,Female,84.0,10,119562.6,2.0,1,1,180726.23,0
CUST01890,766,France,Female,80.0,6,5052.02,2.0,0,0,174213.49,0
CUST01891,715,Germany,Female,72.0,6,247617.31,1.0,1,1,168642.42,0
CUST01892,748,Germany,Female,60.0,3,14708.04,2.0,0,1,166093.09,0
CUST01893,386,Germany,Male,39.0,1,48193.55,3.0,1,1,148605.95,0
CUST01894,400,France,Female,85.0,10,13110.04,4.0,1,0,176204.35,0
CUST01895,307,France,Male,,6,156239.6,3.0,0,1,49940.72,0
CUST01896,499,Germany,Female,57.0,0,145807.73,4.0,1,1,175376.51,0
CUST01897,804,Germany,Female,62.0,10,52417.41,2.0,0,0,184380.41,0
CUST01898,386,Germany,Male,27.0,10,239163.31,1.0,1,1,146040.72,1
CUST01899,342,Germany,Male,,1,228371.57,1.0,1,1,123876.77,0
CUST01900,684,Germany,Female,34.0,1,69952.51,2.0,1,1,54853.36,0
CUST01901,734,Spain,Female,19.0,0,164716.19,1.0,1,1,174570.53,0
CUST01902,707,Germany,Female,34.0,8,213808.33,2.0,0,0,119597.21,0
CUST01903,782,Spain,Female,55.0,5,89949.53,3.0,1,1,126027.17,0
CUST01904,316,France,Female,54.0,2,63395.62,2.0,1,1,125246.65,0
CUST01905,447,France,Male,80.0,5,64047.49,2.0,1,0,174688.1,0
CUST01906,576,Spain,Female,,6,205114.12,3.0,1,1,36025.66,0
CUST01907,531,Germany,Female,42.0,2,115767.55,3.0,0,0,21717.74,0
CUST01908,665,France,Male,90.0,3,178834.51,2.0,1,1,52556.91,0
CUST01909,527,Germany,Male,39.0,9,162575.2,3.0,0,0,103434.35,0
CUST01910,735,Germany,Female,80.0,0,76556.43,,1,0,99189.01,0
CUST01911,698,Spain,Male,52.0,5,52019.18,3.0,0,0,107285.89,0
CUST01912,510,France,Male,72.0,5,31446.38,1.0,1,0,31723.7,0
CUST01913,690,France,Male,,8,5971.4,3.0,0,0,160649.56,0
CUST01914,798,Spain,Female,22.0,1,20314.1,3.0,1,0,67403.55,0
CUST01915,839,Germany,Female,56.0,4,64061.67,2.0,0,0,183513.7,0
CUST01916,790,Germany,Female,80.0,4,178399.9,3.0,0,0,169593.04,0
CUST01917,741,France,Male,49.0,6,38729.73,4.0,1,1,22057.84,0
CUST01918,560,Spain,Female,80.0,4,130848.84,2.0,1,0,20177.14,0
CUST01919,649,Spain,Female,91.0,9,61283.02,4.0,1,0,129505.92,0
CUST01920,651,Germany,Male,57.0,3,127952.45,1.0,0,1,24682.45,0
CUST01921,819,Germany,Female,34.0,9,187502.79,2.0,0,1,118649.21,0
CUST01922,619,Spain,Male,90.0,1,66495.28,2.0,1,0,25041.09,0
CUST01923,437,France,Male,49.0,7,86974.7,1.0,0,1,101076.2,0
CUST01924,849,Germany,Male,40.0,4,180750.14,1.0,1,0,89630.26,0
CUST01925,667,Spain,Male,77.0,3,136584.52,4.0,0,0,122277.46,0
CUST01926,519,Spain,Female,73.0,8,23641.66,3.0,1,1,77677.05,0
CUST01927,636,Spain,Female,26.0,1,189538.57,2.0,0,1,36608.97,0
CUST01928,522,France,Female,86.0,2,69359.75,2.0,1,0,170002.06,0
CUST01929,659,Germany,Male,79.0,7,96264.43,4.0,0,1,66867.16,0
CUST01930,628,Germany,Female,81.0,10,61294.23,,1,1,22817.95,0
CUST01931,762,Germany,Female,39.0,3,135839.26,1.0,0,0,105113.02,0
CUST01932,681,France,Male,49.0,8,176942.08,2.0,1,0,176758.25,0
CUST01933,468,Germany,Male,64.0,9,200804.09,3.0,0,1,63336.84,0
CUST01934,516,Germany,Female,19.0,9,230530.57,1.0,1,1,95643.06,0
CUST01935,677,Germany,Male,69.0,9,89804.16,4.0,1,0,86487.9,0
CUST01936,418,Germany,Female,,9,233153.56,4.0,0,0,19193.72,0
CUST01937,489,France,Male,54.0,8,154238.69,2.0,1,1,174985.92,0
CUST01938,669,Spain,Male,44.0,9,97398.64,1.0,0,1,154187.45,0
CUST01939,448,Spain,Female,,8,221823.51,1.0,1,0,28196.09,1
CUST01940,787,Germany,Male,81.0,0,144907.38,,0,1,35111.52,0
CUST01941,673,Germany,Male,87.0,5,113570.88,2.0,1,0,12010.55,0
